Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
First Sunday of Advent [1] Violet,27/11/2005,,,,TRUE,,3
Monday of Advent 1,28/11/2005,,,,TRUE,,3
Tuesday of Advent 1,29/11/2005,,,,TRUE,,3
"Andrew, Apostle, Patron of Scotland [4] Red",30/11/2005,,,,TRUE,,3
"Charles de Foucauld, Priest and Hermit, 1916 [6] White",01/12/2005,,,,TRUE,,3
"Nicholas Ferrar, Deacon, 1637 [6] White",02/12/2005,,,,TRUE,,3
"Francis Xavier, Priest and Missionary, 1552 [6] White",03/12/2005,,,,TRUE,,3
Second Sunday of Advent [1] Violet,04/12/2005,,,,TRUE,,3
Monday of Advent 2,05/12/2005,,,,TRUE,,3
"Nicholas of Myra, Bishop, 4th century [6] White",06/12/2005,,,,TRUE,,3
"Ambrose of Milan, Bishop and Teacher of the Faith, c.210 [6] White",07/12/2005,,,,TRUE,,3
"Conception of Mary, Mother of the Lord [5] White",08/12/2005,,,,TRUE,,3
Friday of Advent 2,09/12/2005,,,,TRUE,,3
Saturday of Advent 2,10/12/2005,,,,TRUE,,3
Third Sunday of Advent [1] Violet,11/12/2005,,,,TRUE,,3
"Monday of Advent 3 (Ordination of the Bishop of Glasgow, 1998)",12/12/2005,,,,TRUE,,3
Tuesday of Advent 3,13/12/2005,,,,TRUE,,3
"John of the Cross, Priest, Teacher of the Faith, 1591 [6] White",14/12/2005,,,,TRUE,,3
Thursday of Advent 3,15/12/2005,,,,TRUE,,3
Friday of Advent 3,16/12/2005,,,,TRUE,,3
Saturday of Advent 3,17/12/2005,,,,TRUE,,3
Fourth Sunday of Advent [1] Violet,18/12/2005,,,,TRUE,,3
Monday of Advent 4,19/12/2005,,,,TRUE,,3
Tuesday of Advent 4,20/12/2005,,,,TRUE,,3
"Thomas, Apostle [4] Red (if not kept on 3 July)",21/12/2005,,,,TRUE,,3
Thursday of Advent 4,22/12/2005,,,,TRUE,,3
Friday of Advent 4,23/12/2005,,,,TRUE,,3
Christmas Eve [2] White,24/12/2005,,,,TRUE,,3
CHRISTMAS DAY [1] White,25/12/2005,,,,TRUE,,3
"Stephen, Deacon and Martyr [4] Red",26/12/2005,,,,TRUE,,3
"John, Apostle and Evangelist [4] White",27/12/2005,,,,TRUE,,3
The Holy Innocents [4] White,28/12/2005,,,,TRUE,,3
"Thomas of Canterbury, Bishop and Martyr, 1170 [6] Red",29/12/2005,,,,TRUE,,3
"Josephine Butler, 1905 [6] White",30/12/2005,,,,TRUE,,3
"John Wycliffe, Priest, 1384 [6] White",31/12/2005,,,,TRUE,,3
THE NAMING OF JESUS [2] White,01/01/2006,,,,TRUE,,3
"Seraphim of Sarov, 1833 [6] White",02/01/2006,,,,TRUE,,3
Tuesday of Christmas 1,03/01/2006,,,,TRUE,,3
Wednesday of Christmas 1,04/01/2006,,,,TRUE,,3
Thursday of Christmas 1,05/01/2006,,,,TRUE,,3
THE EPIPHANY OF THE LORD [1] White,06/01/2006,,,,TRUE,,3
Saturday following Epiphany,07/01/2006,,,,TRUE,,3
First Sunday after Epiphany: the Baptism of the Lord [2] White,08/01/2006,,,,TRUE,,3
Monday of Epiphany 1,09/01/2006,,,,TRUE,,3
"William Laud, Bishop, 1645 [6] Red",10/01/2006,,,,TRUE,,3
"David, King of Scots, 1153 [6] Red",11/01/2006,,,,TRUE,,3
Thursday of Epiphany 1,12/01/2006,,,,TRUE,,3
"Kentigern (or Mungo), Bishop, c.603 [4] White",13/01/2006,,,,TRUE,,3
"Hilary of Poitiers, Bishop and Teacher of the Faith [6] White",14/01/2006,,,,TRUE,,3
Second Sunday after Epiphany [3] Green,15/01/2006,,,,TRUE,,3
Monday of Epiphany 2,16/01/2006,,,,TRUE,,3
"Antony of Egypt, Abbot, 356 [6] White",17/01/2006,,,,TRUE,,3
The Confession of Peter [6] White,18/01/2006,,,,TRUE,,3
Thursday of Epiphany 2,19/01/2006,,,,TRUE,,3
Friday of Epiphany 2,20/01/2006,,,,TRUE,,3
"Agnes, Martyr, c.304 [6] Red",21/01/2006,,,,TRUE,,3
Third Sunday after Epiphany [3] Green,22/01/2006,,,,TRUE,,3
Monday of Epiphany 3,23/01/2006,,,,TRUE,,3
"Francis de Sales, Bishop, 1622 [6] White",24/01/2006,,,,TRUE,,3
The Conversion of Saint Paul [4] White,25/01/2006,,,,TRUE,,3
"Timothy and Titus, Bishops [6] White",26/01/2006,,,,TRUE,,3
"John Chrysostom, Bishop and Teacher of the Faith, 407 [6] White",27/01/2006,,,,TRUE,,3
"Thomas Aquinas, Teacher of the Faith, 1274 [6] White",28/01/2006,,,,TRUE,,3
Fourth Sunday after Epiphany [3] Green,29/01/2006,,,,TRUE,,3
"Charles I, King, 1649 [6] Red",30/01/2006,,,,TRUE,,3
"Charles Mackenzie of Central Africa, Bishop, Missionary, Martyr, 1862 [6] Red",31/01/2006,,,,TRUE,,3
"Bride of Kildare, Abbess, c.525 [6] White",01/02/2006,,,,TRUE,,3
THE PRESENTATION OF THE LORD [2] White,02/02/2006,,,,TRUE,,3
Saints and Martyrs of Europe [6] Red,03/02/2006,,,,TRUE,,3
Saturday of Epiphany 3,04/02/2006,,,,TRUE,,3
Fifth Sunday after Epiphany [3] Green,05/02/2006,,,,TRUE,,3
"Paul Miki, Priest, and the Martyrs of Japan, 1597 [6] Red",06/02/2006,,,,TRUE,,3
Tuesday of Epiphany 5,07/02/2006,,,,TRUE,,3
Wednesday of Epiphany 5,08/02/2006,,,,TRUE,,3
Thursday of Epiphany 5,09/02/2006,,,,TRUE,,3
"Scholastica, Religious, 543 [6] White",10/02/2006,,,,TRUE,,3
Saturday of Epiphany 5,11/02/2006,,,,TRUE,,3
Sixth Sunday after Epiphany [3] Green (Third Sunday before Lent) SPB Septuagesima [Violet],12/02/2006,,,,TRUE,,3
Monday of Epiphany 6,13/02/2006,,,,TRUE,,3
"Cyril, Monk, 869, and Methodius, Bishop, 885, ""Apostles of the Slavs"" [6] White",14/02/2006,,,,TRUE,,3
"Thomas Bray, Priest and Missionary, 1730 [6] White",15/02/2006,,,,TRUE,,3
Thursday of Epiphany 6,16/02/2006,,,,TRUE,,3
"Finan of Lindisfarne, Bishop, 661 [6] White",17/02/2006,,,,TRUE,,3
"Colman of Lindisfarne, Bishop, 767 [6] White",18/02/2006,,,,TRUE,,3
Seventh Sunday after Epiphany [3] Green (Second Sunday before Lent) SPB Sexagesima [Violet],19/02/2006,,,,TRUE,,3
Monday of Epiphany 7,20/02/2006,,,,TRUE,,3
Tuesday of Epiphany 7,21/02/2006,,,,TRUE,,3
Wednesday of Epiphany 7,22/02/2006,,,,TRUE,,3
"Polycarp of Smyrna, Bishop and Martyr, 156 [6] Red",23/02/2006,,,,TRUE,,3
Friday of Epiphany 7,24/02/2006,,,,TRUE,,3
Saturday of Epiphany 7,25/02/2006,,,,TRUE,,3
Sunday before Lent [3] Green SPBQuinquagesima [Violet],26/02/2006,,,,TRUE,,3
Monday of Sunday before Lent,27/02/2006,,,,TRUE,,3
Tuesday of Sunday before Lent,28/02/2006,,,,TRUE,,3
Ash Wednesday [1] Violet of Lenten Array,01/03/2006,,,,TRUE,,3
"Chad of Lichfield, Bishop, 672 [6] White",02/03/2006,,,,TRUE,,3
"John and Charles Wesley, Priests, 1791 and 1788 [6] White",03/03/2006,,,,TRUE,,3
"Adrian of May Island, Abbot, and Companions, Martyrs, 875 [6] Red",04/03/2006,,,,TRUE,,3
First Sunday of Lent [1] Violet or Lenten Array,05/03/2006,,,,TRUE,,3
"Baldred, Bishop, 608 [6] White",06/03/2006,,,,TRUE,,3
"Perpetua and her Companions, Martyrs, 203 [6] Red",07/03/2006,,,,TRUE,,3
"Duthac, Bishop, 1068 [6] White",08/03/2006,,,,TRUE,,3
Thursday of Lent 1,09/03/2006,,,,TRUE,,3
"Kessog, Bishop, c.700 [6] Red",10/03/2006,,,,TRUE,,3
"Saturday of Lent 1 (Ordination of the Bishop of St Andrews, 2005)",11/03/2006,,,,TRUE,,3
Second Sunday of Lent [1] Violet or Lenten Array,12/03/2006,,,,TRUE,,3
Monday of Lent 2,13/03/2006,,,,TRUE,,3
Tuesday of Lent 2,14/03/2006,,,,TRUE,,3
Wednesday of Lent 2,15/03/2006,,,,TRUE,,3
"Boniface of Ross, Bishop, 8th Century [6] White",16/03/2006,,,,TRUE,,3
"Patrick, Bishop, Patron of Ireland, 461 [4] White",17/03/2006,,,,TRUE,,3
"Cyril of Jerusalem, Bishop and Teacher of the Faith, 386 [6] White",18/03/2006,,,,TRUE,,3
Third Sunday of Lent [1] Violet or Red,19/03/2006,,,,TRUE,,3
Jospeh of Nazareth [4] White,20/03/2006,,,,TRUE,,3
"Thomas Cranmer, Bishop, 1556 [6] Red",21/03/2006,,,,TRUE,,3
"Thomas Ken, Bishop, 1711 [] White",22/03/2006,,,,TRUE,,3
"Cuthbert, Bishop, 687 [6] White (translated from 20 March)",23/03/2006,,,,TRUE,,3
"Paul Couturier, Priest, 1953 [6] White",24/03/2006,,,,TRUE,,3
THE ANNUNCIATION OF THE LORD [2] White,25/03/2006,,,,TRUE,,3
Fourth Sunday of Lent [1] Violet or Lenten Array (or Rose),26/03/2006,,,,TRUE,,3
Monday of Lent 4,27/03/2006,,,,TRUE,,3
"Patrick Forbes, Bishop, 1636, and the Aberdeen Doctors, Teachers of the Faith [] White",28/03/2006,,,,TRUE,,3
"John Keeble, Priest, 1866 [6] White",29/03/2006,,,,TRUE,,3
Thursday of Lent 4,30/03/2006,,,,TRUE,,3
Friday of Lent 4,31/03/2006,,,,TRUE,,3
"Gilbert of Caithness, Bishop, 1245 [6] White",01/04/2006,,,,TRUE,,3
Fifth Sunday of Lent [1] Violet or Lenten Array,02/04/2006,,,,TRUE,,3
THE ANNUNCIATION OF THE LORD [2] White,03/04/2006,,,,TRUE,,3
Tuesday of Easter 2,04/04/2006,,,,TRUE,,3
Wednesday of Easter 2,05/04/2006,,,,TRUE,,3
Thursday of Easter 2,06/04/2006,,,,TRUE,,3
Friday of Easter 2,07/04/2006,,,,TRUE,,3
"Dietrich Bonhoeffer, Theologian and Martyr, 1945 [6] Red",08/04/2006,,,,TRUE,,3
Sunday of the Passion (Palm Sunday) [1] Violet or Red,09/04/2006,,,,TRUE,,3
Monday of Holy Week [1] Violet or Red,10/04/2006,,,,TRUE,,3
Tuesday of Holy Week [1] Violet or Red,11/04/2006,,,,TRUE,,3
Wednesday of Holy Week [1] Violet or Red,12/04/2006,,,,TRUE,,3
Maundy Thursday [1] White at Eucharist,13/04/2006,,,,TRUE,,3
Good Friday [1] Red for Liturgy; Hangings removed,14/04/2006,,,,TRUE,,3
Holy Saturday (Easter Eve) [1] Hangings removed; White at Easter Vigil,15/04/2006,,,,TRUE,,3
EASTER DAY [1] White,16/04/2006,,,,TRUE,,3
"Donnan, Abbot and Companions, Martyrs, c.617 [6] Red",17/04/2006,,,,TRUE,,3
Tuesday of Easter Week,18/04/2006,,,,TRUE,,3
Wednesday of Easter Week,19/04/2006,,,,TRUE,,3
"Maelrubha of Applecross, Abbot, 722 [6] White",20/04/2006,,,,TRUE,,3
"Anselm of Canterbury, Bishop and Teacher of the Faith, 1109 [6] White",21/04/2006,,,,TRUE,,3
Saturday of Easter Week,22/04/2006,,,,TRUE,,3
Second Sunday of Easter [1] White / SPB First Sunday after Easter,23/04/2006,,,,TRUE,,3
Monday of Easter 5,24/04/2006,,,,TRUE,,3
"Mark, Evangelist [4] Red",25/04/2006,,,,TRUE,,3
"Albert Ernest Laurie, Priest, 1937 [6] White",26/04/2006,,,,TRUE,,3
Thursday of Easter 5,27/04/2006,,,,TRUE,,3
Friday of Easter 5,28/06/2006,,,,TRUE,,3
"Catherine of Siena, Mystic and Teacher of the Faith, 1380 [6] White",29/04/2006,,,,TRUE,,3
Third Sunday of Easter [1] White / SPB Second Sunday after Easter,30/04/2006,,,,TRUE,,3
"Philip and James, Apostles [4] Red",01/05/2006,,,,TRUE,,3
"Athanasius, Bishop and Teacher of the Faith, 373 [6] White (translated from 2nd)",02/05/2006,,,,TRUE,,3
Wednesday of Easter 3,03/05/2006,,,,TRUE,,3
Thursday of Easter 3,04/05/2006,,,,TRUE,,3
Friday of Easter 3,05/05/2006,,,,TRUE,,3
Saturday of Easter 3,06/05/2006,,,,TRUE,,3
Fourth Sunday of Easter [1] White / SPB Third Sunday after Easter,07/05/2006,,,,TRUE,,3
"Julian of Norwich, c.1413 [6] White (translated from 8th)",08/05/2006,,,,TRUE,,3
Tuesday of Easter 4,09/05/2006,,,,TRUE,,3
Wednesday of Easter 4,10/05/2006,,,,TRUE,,3
Thursday of Easter 4,11/05/2006,,,,TRUE,,3
"Thomas Rattray, Bishop, 1743 [6] White",12/05/2006,,,,TRUE,,3
Saturday of Easter 4,13/05/2006,,,,TRUE,,3
Fifth Sunday of Easter [1] White / SPB Fourth Sunday after Easter,14/05/2006,,,,TRUE,,3
"Matthias, Apostle [4] Red (translated from 14 February)",15/05/2006,,,,TRUE,,3
Tuesday of Easter 5,16/05/2006,,,,TRUE,,3
Wednesday of Easter 5,17/05/2006,,,,TRUE,,3
Thursday of Easter 5,18/05/2006,,,,TRUE,,3
Friday of Easter 5,19/05/2006,,,,TRUE,,3
Saturday of Easter 5,20/05/2006,,,,TRUE,,3
Sixth Sunday of Easter [1] White / SPB Fifth Sunday after Easter,21/05/2006,,,,TRUE,,3
"Helena, c.330 [6] White (translated from 21 February)",22/05/2006,,,,TRUE,,3
"William of Perth (or Rochester), 1201 [6] White",23/05/2006,,,,TRUE,,3
Wednesday of Easter 6,24/05/2006,,,,TRUE,,3
ASCENSION DAY [1] White,25/05/2006,,,,TRUE,,3
"Augustine of Canterbury, Bishop, c.604 [6] White (translated from 26th)",26/05/2006,,,,TRUE,,3
Saturday of Easter 6,27/05/2006,,,,TRUE,,3
Seventh Sunday of Easter [1] White / SPB Sunday after Ascension Day,28/05/2006,,,,TRUE,,3
Monday of Easter 7,29/05/2006,,,,TRUE,,3
Tuesday of Easter 7,30/05/2006,,,,TRUE,,3
