Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
The Visit of Mary to Elizabeth [4] White,31/05/2006,,,,TRUE,,3
"Justin of Rome, Martyr, c.165 [6] Red",01/06/2006,,,,TRUE,,3
Friday of Easter 7,02/06/2006,,,,TRUE,,3
"Charles Lwanga and his companions, 1886; Janani Luwum, Bishop, 1977, Martyrs of Uganda [6] Red",03/06/2006,,,,TRUE,,3
THE DAY OF PENTECOST (Whitsunday) [1] Red,04/06/2006,,,,TRUE,,3
"Boniface of Mainz, Bishop, Missionary and Martyr, 754 [6] Red",05/06/2006,,,,TRUE,,3
Tuesday after Pentecost,06/06/2006,,,,TRUE,,3
Wednesday after Pentecost,07/06/2006,,,,TRUE,,3
"Ephrem the Syrian, Deacon and Teacher of the Faith, 373 [6] White (Ordination of the Bishop of Argyll, 2004)",08/06/2006,,,,TRUE,,3
"Columba of Iona, Abbot, 597 [4] White",09/06/2006,,,,TRUE,,3
Saturday after Pentecost,10/06/2006,,,,TRUE,,3
Trinity Sunday [2] (Pentecost 1) White,11/06/2006,,,,TRUE,,3
"Barnabas, Apostle [4] Red",12/06/2006,,,,TRUE,,3
Tuesday of Pentecost 1,13/06/2006,,,,TRUE,,3
"Basil of Caesarea, 379; Gregory of Nazianzus, c.390; Gregory of Nyssa, 394, Bishops and Teachers of the Faith [6] White",14/06/2006,,,,TRUE,,3
Corpus Christi [5] White,15/06/2006,,,,TRUE,,3
Friday of Pentecost 1,16/06/2006,,,,TRUE,,3
Saturday of Pentecost 1,17/06/2006,,,,TRUE,,3
Pentecost 2 [3] Green / SPB Trinity 1,18/06/2006,,,,TRUE,,3
"Monday of Pentecost 2 (Ordination of the Bishop of Aberdeen, 1992)",19/06/2006,,,,TRUE,,3
"Fillan, Abbot, c.750 [6] Red",20/06/2006,,,,TRUE,,3
Wednesday of Pentecost 2,21/06/2006,,,,TRUE,,3
"Alban, Martyr, c.209 [6] Red",22/06/2006,,,,TRUE,,3
"Friday of Pentecost 2 (Installation of the Bishop of Edinburgh, 2001)",23/06/2006,,,,TRUE,,3
The Birth of John the Baptist [4] White,24/06/2006,,,,TRUE,,3
Pentecost 3 [3] Green / SPB Trinity 2,25/06/2006,,,,TRUE,,3
"Robert Leighton, Bishop, 1684 [6] White",26/06/2006,,,,TRUE,,3
"Alexander Jolly, Bishop, 1838 [6] White",27/06/2006,,,,TRUE,,3
"Irenaeus of Lyons, Bishop and Teacher of the Faith, 202 [6] White",28/06/2006,,,,TRUE,,3
"Peter, Apostle or Peter and Paul, Apostles [4] Red",29/06/2006,,,,TRUE,,3
Friday of Pentecost 3,30/06/2006,,,,TRUE,,3
"Serf, Bishop, c.550 [6] White",01/07/2006,,,,TRUE,,3
Pentecost 4 [3] Green / SPB Trinity 3,02/07/2006,,,,TRUE,,3
"Thomas, Apostle [4] Red (if not kept on 21 Dec)",03/07/2006,,,,TRUE,,3
Tuesday of Pentecost 4,04/07/2006,,,,TRUE,,3
Wedsday of Pentecost 4,05/07/2006,,,,TRUE,,3
"Palladius, Bishop, c.450 [6] White",06/07/2006,,,,TRUE,,3
Friday of Pentecost 4,07/07/2006,,,,TRUE,,3
Saturday of Pentecost 4,08/07/2006,,,,TRUE,,3
Pentecost 5 [3] Green / SPB Trinity 4,09/07/2006,,,,TRUE,,3
Monday of Pentecost 5,10/07/2006,,,,TRUE,,3
"Benedict of Nursia, Abbot, c.550 [6] White",11/07/2006,,,,TRUE,,3
"Drostan of Deer, Abbot, c.600 [6] White",12/07/2006,,,,TRUE,,3
Thursday of Pentecost 5,13/07/2006,,,,TRUE,,3
Friday of Pentecost 5,14/07/2006,,,,TRUE,,3
Saturday of Pentecost 5,15/07/2006,,,,TRUE,,3
Pentecost 6 [3] Green / SPB Trinity 5,16/07/2006,,,,TRUE,,3
Monday of Pentecost 6,17/07/2006,,,,TRUE,,3
Tuesday of Pentecost 6,18/07/2006,,,,TRUE,,3
Wednesday of Pentecost 6,19/07/2006,,,,TRUE,,3
Thursday of Pentecost 6,20/07/2006,,,,TRUE,,3
"William Wilberforce, 1833 [6] White",21/07/2006,,,,TRUE,,3
Mary Magdalene [4] White,22/07/2006,,,,TRUE,,3
Pentecost 7 [3] Green / SPB Trinity 6,23/07/2006,,,,TRUE,,3
Monday of Pentecost 7,24/07/2006,,,,TRUE,,3
"James, Apostle [4] Red",25/07/2006,,,,TRUE,,3
"Anne and Joachim, Parents of Mary, Mother of the Lord [6] White",26/07/2006,,,,TRUE,,3
Thursday of Pentecost 7,27/07/2006,,,,TRUE,,3
Friday of Pentecost 7,28/07/2006,,,,TRUE,,3
Martha and Mary of Bethany [6] White,29/07/2006,,,,TRUE,,3
Pentecost 8 [3] Green / SPB Trinity 7,30/07/2006,,,,TRUE,,3
"Ignatius Loyola, Priest and Religious, 1556 [6] White",31/07/2006,,,,TRUE,,3
Tuesday of Pentecost 8,01/08/2006,,,,TRUE,,3
Wednesday of Pentecost 8,02/08/2006,,,,TRUE,,3
Thursday of Pentecost 8,03/08/2006,,,,TRUE,,3
Friday of Pentecost 8,04/08/2006,,,,TRUE,,3
"Oswald of Northumbria, Martyr, 642 [6] Red",05/08/2006,,,,TRUE,,3
THE TRANSFIGURATION OF THE LORD [2] White,06/08/2006,,,,TRUE,,3
"Boisil, Prior of Melrose, c.642 [6] White",07/08/2006,,,,TRUE,,3
"Dominic, Priest and Friar, 1221 [6] White",08/08/2006,,,,TRUE,,3
"John Mason Neale, Priest, 1886 [6] White",09/08/2006,,,,TRUE,,3
"Lawrence, Deacon and Martyr, 258 [6] Red",10/08/2006,,,,TRUE,,3
"Clare of Assisi, Religious, 1253 [6] White",11/08/2006,,,,TRUE,,3
"Blane, Missionary, c.590 [6] White",12/08/2006,,,,TRUE,,3
Pentecost 10 [3] Green / SPB Trinity 9,13/08/2006,,,,TRUE,,3
Monday of Pentecost 10,14/08/2006,,,,TRUE,,3
Mary the Virgin [4] White,15/08/2006,,,,TRUE,,3
Wednesday of Pentecost 10,16/08/2006,,,,TRUE,,3
Thursday of Pentecost 10,17/08/2006,,,,TRUE,,3
Friday of Pentecost 10,18/08/2006,,,,TRUE,,3
Saturday of Pentecost 10,19/08/2006,,,,TRUE,,3
Pentecost 11 [3] Green / SPB Trinity 10,20/08/2006,,,,TRUE,,3
Monday of Pentecost 11,21/08/2006,,,,TRUE,,3
Tuesday of Pentecost 11,22/08/2006,,,,TRUE,,3
Wednesday of Pentecost 11,23/08/2006,,,,TRUE,,3
"Bartholomew, Apostle [4] Red",24/08/2006,,,,TRUE,,3
"Ebba of Coldingham, Abbess, 683 [6] White",25/08/2006,,,,TRUE,,3
Saturday of Pentecost 11,26/08/2006,,,,TRUE,,3
Pentecost 12 [3] Green / SPB Trinity 11,27/08/2006,,,,TRUE,,3
Monday of Pentecost 12,28/08/2006,,,,TRUE,,3
The Beheading of John the Baptist [4] Red,29/08/2006,,,,TRUE,,3
Wednesday of Pentecost 12,30/08/2006,,,,TRUE,,3
"Aiden of Lindisfarne, Bishop, 651 [6] White",31/08/2006,,,,TRUE,,3
Friday of Pentecost 15,01/09/2006,,,,TRUE,,3
"The Martyrs of New Guinea, 1942 [6] Red",02/09/2006,,,,TRUE,,3
Pentecost 13 [6] Green / SPB Trinity 12,03/09/2006,,,,TRUE,,3
"Gregory the Great, Bishop and Teacher of the Faith [6] White (translated from 03 September)",04/09/2006,,,,TRUE,,3
Tuesday of Pentecost 13,05/09/2006,,,,TRUE,,3
Wednesday of Pentecost 13,06/09/2006,,,,TRUE,,3
Thursday of Pentecost 13,07/09/2006,,,,TRUE,,3
"The Birth of Mary, Mother of the Lord [5] White",08/09/2006,,,,TRUE,,3
Saturday of Pentecost 13,09/09/2006,,,,TRUE,,3
Pentecost 14 [3] Green / SPB Trinity 13,10/09/2006,,,,TRUE,,3
Monday of Pentecost 14,11/09/2006,,,,TRUE,,3
Tuesday of Pentecost 14,12/09/2006,,,,TRUE,,3
"Cyprian of Carthage, Bishop and Martyr, 258 [6] Red",13/09/2006,,,,TRUE,,3
Holy Cross Day [5] White or Red,14/09/2006,,,,TRUE,,3
Friday of Pentecost 14,15/09/2006,,,,TRUE,,3
"Ninian of Whithorn, Bishop, c.430 [4] White",16/09/2006,,,,TRUE,,3
Pentecost 15 [3] Green / SPB Trinity 14,17/09/2006,,,,TRUE,,3
Monday of Pentecost 15,18/09/2006,,,,TRUE,,3
Tuesday of Pentecost 15,19/09/2006,,,,TRUE,,3
"John Coleridge Patteson, Bishop and Martyr, 1871 [6] Red",20/09/2006,,,,TRUE,,3
"Matthew, Apostle and Evangelist [4] Red",21/09/2006,,,,TRUE,,3
Friday of Pentecost 15,22/09/2006,,,,TRUE,,3
"Adamnan of Iona, Abbot, 704 [6] White",23/09/2006,,,,TRUE,,3
Pentecost 16 [3] Green / SPB Trinity 15,24/09/2006,,,,TRUE,,3
"Finnbar of Caithness, Bishop, c.610 [6] White (Ordination of the Bishop of Moray, 1999)",25/09/2006,,,,TRUE,,3
Tuesday of Pentecost 16,26/09/2006,,,,TRUE,,3
"Vincent de Paul, Priest, 1660 [6] White",27/09/2006,,,,TRUE,,3
Thursday of Pentecost 16,28/09/2006,,,,TRUE,,3
Michael and All Angels [4] White,29/09/2006,,,,TRUE,,3
"Jerome, Priest and Teacher of the Faith, 420 [6] White",30/09/2006,,,,TRUE,,3
Pentecost 17 [3] Green / SPB Trinity 16,01/10/2006,,,,TRUE,,3
"Gregory the Enlightener, Bishop, c.332 [6] White (translated from 01 October)",02/10/2006,,,,TRUE,,3
Tuesday of Pentecost 17,03/10/2006,,,,TRUE,,3
"Francis of Assisi, Deacon and Friar, 1226 [6] White",04/10/2006,,,,TRUE,,3
Thursday of Pentecost 17,05/10/2006,,,,TRUE,,3
Friday of Pentecost 17,06/10/2006,,,,TRUE,,3
Saturday of Pentecost 17,07/10/2006,,,,TRUE,,3
"Pentecost 18 [3] Green / SPB Trinity 17 (Ordination of the Bishop of Brechin, 2005)",08/10/2006,,,,TRUE,,3
Monday of Pentecost 21,09/10/2006,,,,TRUE,,3
Tuesday of Pentecost 21,10/10/2006,,,,TRUE,,3
"Kenneth, Abbot, 600 [6] White",11/10/2006,,,,TRUE,,3
"Elizabeth Fry, 1845 [6] White",12/10/2006,,,,TRUE,,3
Friday of Pentecost 18,13/10/2006,,,,TRUE,,3
Saturday of Pentecost 18,14/10/2006,,,,TRUE,,3
Pentecost 19 [3] Green / SPB Trinity 18,15/10/2006,,,,TRUE,,3
Monday of Pentecost 19,16/10/2006,,,,TRUE,,3
"Ignatius of Antioch, Bishop and Martyr, c.115 [6] Red",17/10/2006,,,,TRUE,,3
"Luke, Evangelist [4] Red",18/10/2006,,,,TRUE,,3
"Henry Martyn, Priest and Missionary, 1812 [6] White",19/10/2006,,,,TRUE,,3
Friday of Pentecost 19,20/10/2006,,,,TRUE,,3
Saturday of Pentecost 19,21/10/2006,,,,TRUE,,3
Pentecost 20 [3] Green / SPB Trinity 19,22/10/2006,,,,TRUE,,3
"James of Jerusalem, Martyr, c.62 [6] Red",23/10/2006,,,,TRUE,,3
Tuesday of Pentecost 20,24/10/2006,,,,TRUE,,3
Wednesday of Pentecost 20,25/10/2006,,,,TRUE,,3
Thursday of Pentecost 20,26/10/2006,,,,TRUE,,3
Friday of Pentecost 20,27/10/2006,,,,TRUE,,3
"Simon and Jude, Apostles [4] Red",28/10/2006,,,,TRUE,,3
Pentecost 21 [3] Green / SPB Trinity 20 (Fifth Sunday before Advent),29/10/2006,,,,TRUE,,3
"James Hannington, Bishop and Companions, Martyrs, 1885 [6] Red (translated from 29 October)",30/10/2006,,,,TRUE,,3
Tuesday of Pentecost 21,31/10/2006,,,,TRUE,,3
ALL SAINTS [2] White,01/11/2006,,,,TRUE,,3
"All Souls [5] Violet or White (Consecration of the Bishop of Edinburgh, 1993)",02/11/2006,,,,TRUE,,3
"Richard Hooker, Priest and Teacher of the Faith, 1660 [6] White",03/11/2006,,,,TRUE,,3
Saturday of Pentecost 21,04/11/2006,,,,TRUE,,3
Pentecost 22 [3] Green / SPB Trinity 21 (Fourth Sunday before Advent),05/11/2006,,,,TRUE,,3
Monday of Pentecost 22,06/11/2006,,,,TRUE,,3
"Willibrord, Bishop and Missionary, 739 [6] White",07/11/2006,,,,TRUE,,3
Wednesday of Pentecost 22,08/11/2006,,,,TRUE,,3
"George Hay Forbes, Priest, 1875 [6] White",09/11/2006,,,,TRUE,,3
"Leo the Great, Bishop and Teacher of the Faith, 461 [6] White",10/11/2006,,,,TRUE,,3
"Martin of Tours, Bishop, c.397 [6] White",11/11/2006,,,,TRUE,,3
Pentecost 23 [3] Green / SPB Trinity 22 (Third Sunday before Advent),12/11/2006,,,,TRUE,,3
"Machar, Bishop, c.600 [6] White (translated from 12 November)",13/11/2006,,,,TRUE,,3
"Tuesday of Pentecost 23 (Ordination of Samuel Seabury, Bishop, 1784)",14/11/2006,,,,TRUE,,3
Wednesday of Pentecost 23,15/11/2006,,,,TRUE,,3
"Margaret of Scotland, 1093 [4] White",16/11/2006,,,,TRUE,,3
"Hilda of Whitby, 680 and Hugh of Lincoln, Bishop, 1200 [6] White",17/11/2006,,,,TRUE,,3
"Fergus, Bishop, c.750 [6] White",18/11/2006,,,,TRUE,,3
Pentecost 24 [3] Green / SPB Trinity 23 (Second Sunday before Advent),19/11/2006,,,,TRUE,,3
Monday of Pentecost 24,20/11/2006,,,,TRUE,,3
"Columban, Bishop, 615 [6] White",21/11/2006,,,,TRUE,,3
"Cecilia, Martyr, c.230 [6] White",22/11/2006,,,,TRUE,,3
"Clement of Rome, Bishop and Martyr, c.100 [6] Red",23/11/2006,,,,TRUE,,3
"Lucy Menzies, 1954 [6] White",24/11/2006,,,,TRUE,,3
Saturday of Pentecost 24,25/11/2006,,,,TRUE,,3
The Last Sunday after Pentecost (Christ the King) [3] White or Red (The Sunday before Advent),26/11/2006,,,,TRUE,,3
Monday after the Last Sunday after Pentecost,27/11/2006,,,,TRUE,,3
Tuesday after the Last Sunday after Pentecost,28/11/2006,,,,TRUE,,3
Wednesday after the Last Sunday after Pentecost,29/11/2006,,,,TRUE,,3
"Andrew, Apostle, Patron of Scotland [4] Red",30/11/2006,,,,TRUE,,3
"Charles de Foucauld, Priest and Hermit, 1916 [6] White",01/12/2006,,,,TRUE,,3
"Nicholas Ferrar, Deacon, 1637 [6] White",02/12/2006,,,,TRUE,,3
